feature	FTA-10_1	FTA-1_1	FTA-11_1	FTA-12_1	FTA-13_1	FTA-14_1	FTA-15_1	FTA-16_1	FTA-17_1	FTA-18_1	FTA-19_1	FTA-20_1	FTA-2_1	FTA-23_1	FTA-24_1	FTA-3_1	FTA-4_1	FTA-5_1	FTA-6_1	FTA-9_1	FTC-10_1	FTC-1_1	FTC-11_1	FTC-12_1	FTC-13_1	FTC-14_1	FTC-15_1	FTC-16_1	FTC-17_1	FTC-18_1	FTC-19_1	FTC-20_1	FTC-2_1	FTC-21_1	FTC-22_1	FTC-3_1	FTC-4_1	FTC-5_1	FTC-6_1	FTC-7_1	FTC-8_1
G078490::chr7:102382737-102404613(-)_8280_8320_+|genomic|G078490::chr7:102382737-102404613(-)_8280_8320_+|peak_2999|G078490::chr7:102382737-102404613(-)|8280|8320	13	5	7	13	9	9	9	22	0	1	4	4	2	5	6	5	33	18	69	9	3	8	2	2	0	0	0	7	3	6	9	9	28	8	8	17	7	47	3	6	4
G078490::chr7:102690469-102813229(-)_94480_94500_+|genomic|G078490::chr7:102690469-102813229(-)_94480_94500_+|peak_3000|G078490::chr7:102690469-102813229(-)|94480|94500	10	10	4	13	11	4	8	7	5	3	30	8	5	8	16	6	25	39	90	37	10	9	3	14	2	5	3	13	6	7	12	6	13	17	9	27	13	32	8	11	3
G078490::chr7:104272876-104504150(-)_22780_22820_+|genomic|G078490::chr7:104272876-104504150(-)_22780_22820_+|peak_3001|G078490::chr7:104272876-104504150(-)|22780|22820	19	15	23	10	10	17	15	31	5	12	5	2	14	5	5	10	11	8	30	114	8	6	25	22	14	17	79	2	4	1	5	5	74	4	3	19	4	11	4	4	17
G078490::chr7:104700502-104738596(-)_25920_25940_+|genomic|G078490::chr7:104700502-104738596(-)_25920_25940_+|peak_3002|G078490::chr7:104700502-104738596(-)|25920|25940	0	0	0	0	0	0	0	0	0	0	0	11	0	14	15	0	0	40	0	0	0	12	0	0	0	0	1	22	19	17	12	0	0	19	13	0	15	0	0	0	0
G078490::chr7:104700502-104738596(-)_29660_29700_+|genomic|G078490::chr7:104700502-104738596(-)_29660_29700_+|peak_3003|G078490::chr7:104700502-104738596(-)|29660|29700	17	30	21	9	6	9	15	27	4	24	9	8	14	9	9	3	4	2	2	1	14	7	9	10	7	6	10	11	7	8	8	7	28	11	10	11	6	1	3	3	8
G078490::chr7:104700502-104738596(-)_32620_32660_+|genomic|G078490::chr7:104700502-104738596(-)_32620_32660_+|peak_3004|G078490::chr7:104700502-104738596(-)|32620|32660	4	29	10	38	13	6	10	8	4	6	8	3	23	9	4	4	25	12	27	1	9	3	22	2	6	4	3	7	6	2	3	14	66	3	2	19	3	9	26	6	5
G078490::chr7:106027079-106056486(-)_5440_5460_+|genomic|G078490::chr7:106027079-106056486(-)_5440_5460_+|peak_3005|G078490::chr7:106027079-106056486(-)|5440|5460	9	21	4	19	10	16	10	11	4	8	6	18	18	16	16	5	52	32	84	9	23	19	3	1	13	9	4	14	15	14	12	1	29	17	11	40	16	64	10	11	5
G078490::chr7:106112576-106248284(-)_108640_108680_+|genomic|G078490::chr7:106112576-106248284(-)_108640_108680_+|peak_3006|G078490::chr7:106112576-106248284(-)|108640|108680	8	6	13	0	7	7	4	23	0	3	2	6	2	4	2	0	0	0	0	0	1	2	0	2	2	0	4	3	3	3	3	4	29	6	3	8	3	0	0	1	0
G078490::chr7:106910765-106989581(-)_8140_8180_+|genomic|G078490::chr7:106910765-106989581(-)_8140_8180_+|peak_3007|G078490::chr7:106910765-106989581(-)|8140|8180	11	9	6	1	6	0	0	0	11	1	28	32	0	35	46	0	0	32	20	1	1	35	3	95	0	1	1	35	27	34	25	0	4	37	32	5	36	1	1	1	1
G078490::chr7:10793060-10931950(-)_88100_88140_+|genomic|G078490::chr7:10793060-10931950(-)_88100_88140_+|peak_3008|G078490::chr7:10793060-10931950(-)|88100|88140	24	53	46	12	32	37	47	52	12	18	12	5	35	3	1	8	2	3	4	3	23	5	22	20	19	4	20	5	4	6	6	18	41	7	4	26	2	11	4	3	17
G078490::chr7:108615383-108636176(-)_8080_8120_+|genomic|G078490::chr7:108615383-108636176(-)_8080_8120_+|peak_3009|G078490::chr7:108615383-108636176(-)|8080|8120	11	9	4	3	5	11	8	27	2	5	4	7	18	7	10	11	13	11	25	2	7	10	1	0	3	1	1	10	9	8	9	14	30	8	8	11	9	39	1	10	0
G078490::chr7:11006876-11163399(-)_15000_15040_+|genomic|G078490::chr7:11006876-11163399(-)_15000_15040_+|peak_3010|G078490::chr7:11006876-11163399(-)|15000|15040	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	17	57	48	68	38	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	107	1	0	0
G078490::chr7:112206411-112328188(-)_61540_61580_+|genomic|G078490::chr7:112206411-112328188(-)_61540_61580_+|peak_3011|G078490::chr7:112206411-112328188(-)|61540|61580	14	21	26	13	14	10	13	17	3	7	7	5	10	7	7	0	0	0	0	0	5	6	2	13	13	2	24	3	8	6	11	6	73	7	9	22	11	0	1	1	10
G078490::chr7:112529923-112574523(-)_27660_27700_+|genomic|G078490::chr7:112529923-112574523(-)_27660_27700_+|peak_3012|G078490::chr7:112529923-112574523(-)|27660|27700	6	5	5	2	7	2	5	16	3	2	3	4	2	2	3	7	3	1	9	3	2	4	2	1	1	2	14	1	4	5	4	0	8	3	3	1	6	4	1	0	1
G078490::chr7:114419875-114613786(-)_46340_46380_+|genomic|G078490::chr7:114419875-114613786(-)_46340_46380_+|peak_3013|G078490::chr7:114419875-114613786(-)|46340|46380	0	3	2	0	0	1	0	0	0	0	11	19	0	23	30	0	0	5	16	0	1	28	1	0	0	0	0	29	32	27	24	0	0	30	22	1	24	0	0	0	0
G078490::chr7:115590604-115633900(-)_23640_23660_+|genomic|G078490::chr7:115590604-115633900(-)_23640_23660_+|peak_3014|G078490::chr7:115590604-115633900(-)|23640|23660	6	0	12	3	0	0	0	0	19	0	48	31	0	35	41	0	5	112	128	1	2	43	1	0	0	0	0	38	31	41	39	0	0	41	37	39	43	0	0	3	0
G078490::chr7:115682618-115740065(-)_49500_49540_+|genomic|G078490::chr7:115682618-115740065(-)_49500_49540_+|peak_3015|G078490::chr7:115682618-115740065(-)|49500|49540	4	30	9	24	11	6	4	3	3	5	16	10	10	14	12	0	0	0	0	0	9	12	12	4	6	7	8	15	10	15	13	3	39	16	16	32	14	0	6	12	8
G078490::chr7:116954337-116965845(-)_2220_2240_+|genomic|G078490::chr7:116954337-116965845(-)_2220_2240_+|peak_3016|G078490::chr7:116954337-116965845(-)|2220|2240	12	40	19	11	16	13	43	25	7	39	16	5	16	8	11	9	15	13	30	85	32	9	21	17	26	20	51	9	7	5	9	9	84	8	6	22	8	25	12	4	14
G078490::chr7:117350069-117363221(-)_1240_1280_+|genomic|G078490::chr7:117350069-117363221(-)_1240_1280_+|peak_3017|G078490::chr7:117350069-117363221(-)|1240|1280	185	112	87	79	37	226	156	179	32	81	41	38	120	36	49	0	0	0	0	2	147	50	89	70	44	68	16	48	38	46	51	153	237	51	42	60	44	4	33	68	62
G078490::chr7:119179149-119355704(-)_72100_72140_+|genomic|G078490::chr7:119179149-119355704(-)_72100_72140_+|peak_3018|G078490::chr7:119179149-119355704(-)|72100|72140	16	40	13	25	18	20	16	37	8	12	13	21	24	33	30	19	51	59	38	8	21	34	9	4	9	5	0	32	27	36	38	16	70	40	32	123	38	68	5	15	6
G078490::chr7:119394453-119453701(-)_15420_15460_+|genomic|G078490::chr7:119394453-119453701(-)_15420_15460_+|peak_3019|G078490::chr7:119394453-119453701(-)|15420|15460	4	3	1	0	0	2	0	2	0	0	3	0	1	0	1	20	21	13	31	49	3	1	2	1	1	1	5	1	0	1	2	2	2	0	0	2	1	31	0	2	1
G078490::chr7:120227400-120260609(-)_520_560_+|genomic|G078490::chr7:120227400-120260609(-)_520_560_+|peak_3020|G078490::chr7:120227400-120260609(-)|520|560	13	15	5	18	11	8	9	8	2	6	5	7	5	6	12	3	9	19	25	5	15	7	7	5	4	5	4	11	8	9	6	9	45	9	9	21	8	25	3	10	5
G078490::chr7:120608648-120651452(-)_22680_22700_+|genomic|G078490::chr7:120608648-120651452(-)_22680_22700_+|peak_3021|G078490::chr7:120608648-120651452(-)|22680|22700	6	0	8	1	0	0	0	0	2	0	10	11	0	10	20	0	2	24	33	0	0	18	0	0	0	0	0	14	12	11	12	0	0	22	15	18	11	0	0	0	0
G078490::chr7:12111931-12330884(-)_205260_205300_+|genomic|G078490::chr7:12111931-12330884(-)_205260_205300_+|peak_3022|G078490::chr7:12111931-12330884(-)|205260|205300	3	4	2	10	8	3	5	9	2	4	2	9	4	5	4	13	27	48	123	19	6	6	5	1	2	2	0	9	6	10	7	6	21	8	5	29	7	53	6	14	3
G078490::chr7:121138542-121179681(-)_13980_14020_+|genomic|G078490::chr7:121138542-121179681(-)_13980_14020_+|peak_3023|G078490::chr7:121138542-121179681(-)|13980|14020	8	4	12	1	2	8	7	18	3	6	1	5	4	4	3	2	8	7	8	10	0	5	1	5	5	2	7	5	4	4	5	10	12	5	2	11	4	2	1	2	6
G078490::chr7:121845131-122075646(-)_127720_127760_+|genomic|G078490::chr7:121845131-122075646(-)_127720_127760_+|peak_3024|G078490::chr7:121845131-122075646(-)|127720|127760	3	6	4	0	7	0	0	0	1	0	8	13	0	10	15	0	0	21	23	0	0	8	0	27	0	0	0	19	15	12	13	0	0	17	10	3	15	0	0	2	0
G078490::chr7:122144280-122211545(-)_25100_25140_+|genomic|G078490::chr7:122144280-122211545(-)_25100_25140_+|peak_3025|G078490::chr7:122144280-122211545(-)|25100|25140	17	32	30	63	22	32	31	57	11	17	7	11	16	6	22	41	51	59	235	58	20	14	22	5	12	24	18	15	8	11	13	20	83	16	17	52	17	109	21	15	30
G078490::chr7:122144280-122211545(-)_39720_39740_+|genomic|G078490::chr7:122144280-122211545(-)_39720_39740_+|peak_3026|G078490::chr7:122144280-122211545(-)|39720|39740	17	18	18	5	16	23	24	40	8	19	1	14	6	15	14	1	0	1	0	0	27	14	8	13	14	43	13	17	8	13	13	13	15	14	14	3	15	2	4	5	15
G078490::chr7:122258415-122271640(-)_8300_8340_+|genomic|G078490::chr7:122258415-122271640(-)_8300_8340_+|peak_3027|G078490::chr7:122258415-122271640(-)|8300|8340	1	0	11	0	0	0	0	0	3	0	15	8	0	13	13	0	0	16	13	0	0	16	0	0	0	0	0	17	15	16	17	0	0	18	13	17	15	0	0	0	0
G078490::chr7:123230741-123452399(-)_29400_29440_+|genomic|G078490::chr7:123230741-123452399(-)_29400_29440_+|peak_3028|G078490::chr7:123230741-123452399(-)|29400|29440	6	12	21	6	7	16	3	11	1	6	1	4	5	2	1	10	4	2	8	14	3	2	6	4	1	3	17	2	2	2	0	2	38	3	0	10	3	7	1	5	13
G078490::chr7:123230741-123452399(-)_38080_38120_+|genomic|G078490::chr7:123230741-123452399(-)_38080_38120_+|peak_3029|G078490::chr7:123230741-123452399(-)|38080|38120	16	5	49	13	15	17	23	44	4	15	4	6	8	9	6	12	5	10	10	9	7	8	3	15	12	6	21	5	6	8	8	13	78	10	7	31	11	0	3	3	7
G078490::chr7:123230741-123452399(-)_215560_215600_+|genomic|G078490::chr7:123230741-123452399(-)_215560_215600_+|peak_3030|G078490::chr7:123230741-123452399(-)|215560|215600	16	41	24	20	10	13	8	21	6	31	11	9	4	7	9	2	14	17	28	7	12	10	6	5	9	16	10	12	11	9	10	9	17	14	12	25	10	14	17	7	3
G078490::chr7:123919157-124030915(-)_91080_91100_+|genomic|G078490::chr7:123919157-124030915(-)_91080_91100_+|peak_3031|G078490::chr7:123919157-124030915(-)|91080|91100	5	11	10	19	3	4	3	1	6	7	17	2	18	5	5	4	11	9	20	9	17	6	11	6	20	6	6	3	4	4	6	3	15	5	5	30	5	22	14	9	2
G078490::chr7:124929983-125141173(-)_109200_109240_+|genomic|G078490::chr7:124929983-125141173(-)_109200_109240_+|peak_3032|G078490::chr7:124929983-125141173(-)|109200|109240	17	23	21	6	6	10	37	15	1	20	11	21	16	25	29	1	0	3	1	0	13	22	3	4	2	2	0	28	23	29	28	14	41	28	22	16	28	2	4	3	14
G078490::chr7:125300878-125423080(-)_113140_113180_+|genomic|G078490::chr7:125300878-125423080(-)_113140_113180_+|peak_3033|G078490::chr7:125300878-125423080(-)|113140|113180	15	21	11	14	4	10	23	22	1	14	2	6	18	5	10	5	12	9	23	3	9	4	3	4	5	1	2	8	7	3	4	21	37	10	7	10	7	20	15	5	5
G078490::chr7:125600552-126438597(-)_137440_137480_+|genomic|G078490::chr7:125600552-126438597(-)_137440_137480_+|peak_3034|G078490::chr7:125600552-126438597(-)|137440|137480	11	13	12	12	4	2	22	18	6	1	3	12	3	17	16	11	12	29	147	15	13	14	31	0	6	12	1	16	11	15	17	7	51	16	11	21	22	53	12	2	3
G078490::chr7:125600552-126438597(-)_166760_166780_+|genomic|G078490::chr7:125600552-126438597(-)_166760_166780_+|peak_3035|G078490::chr7:125600552-126438597(-)|166760|166780	1	0	3	0	0	0	0	0	2	0	8	24	0	18	31	0	0	0	0	0	0	23	0	0	0	0	0	38	17	26	25	1	1	28	22	3	28	0	0	0	0
G078490::chr7:125600552-126438597(-)_231860_231900_+|genomic|G078490::chr7:125600552-126438597(-)_231860_231900_+|peak_3036|G078490::chr7:125600552-126438597(-)|231860|231900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	41	63	160	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0
G078490::chr7:125600552-126438597(-)_542700_542740_+|genomic|G078490::chr7:125600552-126438597(-)_542700_542740_+|peak_3037|G078490::chr7:125600552-126438597(-)|542700|542740	31	34	56	19	14	20	27	41	17	12	18	19	27	18	24	57	49	31	32	45	13	22	1	22	16	10	77	23	16	25	21	33	176	25	18	59	24	28	4	9	10
G078490::chr7:125600552-126438597(-)_575160_575180_+|genomic|G078490::chr7:125600552-126438597(-)_575160_575180_+|peak_3038|G078490::chr7:125600552-126438597(-)|575160|575180	25	36	39	37	19	17	37	43	9	17	8	11	9	13	18	0	3	4	8	4	71	15	29	15	19	157	32	17	8	13	11	23	79	19	12	54	16	5	8	18	40
G078490::chr7:125600552-126438597(-)_636720_636740_+|genomic|G078490::chr7:125600552-126438597(-)_636720_636740_+|peak_3039|G078490::chr7:125600552-126438597(-)|636720|636740	2	2	5	1	8	1	2	0	8	0	15	16	1	19	19	0	1	2	3	0	0	16	1	26	1	1	0	21	15	18	17	0	4	20	22	15	20	0	0	1	0
G078490::chr7:12665223-12696628(-)_1160_1180_+|genomic|G078490::chr7:12665223-12696628(-)_1160_1180_+|peak_3040|G078490::chr7:12665223-12696628(-)|1160|1180	11	42	12	13	7	9	7	26	5	41	5	6	10	5	7	0	0	0	0	0	31	10	6	9	5	9	7	8	4	8	6	12	48	11	10	37	10	0	6	6	15
G078490::chr7:127253294-127346789(-)_91320_91360_+|genomic|G078490::chr7:127253294-127346789(-)_91320_91360_+|peak_3041|G078490::chr7:127253294-127346789(-)|91320|91360	53	79	46	22	35	28	19	17	33	64	55	86	13	80	95	13	45	193	197	84	50	96	34	265	26	22	34	100	85	81	91	23	70	114	82	75	102	64	14	14	38
G078490::chr7:127595375-127610291(-)_10780_10820_+|genomic|G078490::chr7:127595375-127610291(-)_10780_10820_+|peak_3042|G078490::chr7:127595375-127610291(-)|10780|10820	43	51	8	1	10	40	6	6	4	29	4	52	22	46	55	0	0	0	0	0	33	57	4	18	22	90	34	65	51	52	66	6	6	70	42	15	58	0	2	3	27
G078490::chr7:127652048-127857851(-)_30180_30220_+|genomic|G078490::chr7:127652048-127857851(-)_30180_30220_+|peak_3043|G078490::chr7:127652048-127857851(-)|30180|30220	15	34	32	22	3	19	18	15	4	46	6	8	7	12	13	9	12	17	6	9	42	12	24	18	21	13	16	14	12	15	16	7	47	15	13	15	15	41	22	7	34
G078490::chr7:12873511-12922544(-)_8160_8200_+|genomic|G078490::chr7:12873511-12922544(-)_8160_8200_+|peak_3044|G078490::chr7:12873511-12922544(-)|8160|8200	22	19	27	17	6	15	13	41	2	10	5	13	13	13	13	1	1	6	6	2	8	18	7	13	11	9	15	14	14	12	9	8	59	17	10	26	15	17	7	2	13
G078490::chr7:128775790-128818224(-)_13420_13440_+|genomic|G078490::chr7:128775790-128818224(-)_13420_13440_+|peak_3045|G078490::chr7:128775790-128818224(-)|13420|13440	5	15	14	15	4	23	7	10	4	15	3	6	31	6	4	9	12	8	11	32	1	8	8	7	6	2	26	5	5	5	5	6	25	6	2	15	9	20	4	1	4
G078490::chr7:128775790-128818224(-)_41520_41560_+|genomic|G078490::chr7:128775790-128818224(-)_41520_41560_+|peak_3046|G078490::chr7:128775790-128818224(-)|41520|41560	94	59	148	37	47	70	89	142	10	39	24	19	37	21	26	77	33	36	77	146	39	23	12	60	27	3	53	22	28	22	23	64	364	28	21	145	25	40	6	11	53
G078490::chr7:128828270-128850161(-)_5460_5500_+|genomic|G078490::chr7:128828270-128850161(-)_5460_5500_+|peak_3047|G078490::chr7:128828270-128850161(-)|5460|5500	25	25	45	13	24	19	15	31	3	19	4	12	7	7	12	16	11	19	36	7	0	7	4	3	2	3	20	10	14	9	12	10	77	12	11	23	8	9	4	6	8
G078490::chr7:129117827-129175158(-)_29260_29280_+|genomic|G078490::chr7:129117827-129175158(-)_29260_29280_+|peak_3048|G078490::chr7:129117827-129175158(-)|29260|29280	4	54	26	27	6	22	19	17	12	37	10	11	7	7	13	14	35	26	14	22	15	12	11	6	9	1	8	11	14	8	6	6	34	16	8	31	10	43	7	18	9
G078490::chr7:1291255-1344766(-)_23160_23200_+|genomic|G078490::chr7:1291255-1344766(-)_23160_23200_+|peak_3049|G078490::chr7:1291255-1344766(-)|23160|23200	95	81	86	54	149	137	348	268	41	62	46	68	83	66	93	0	4	7	5	1	45	85	67	63	54	41	19	85	72	76	73	79	158	98	68	113	83	18	22	29	58
G078490::chr7:129374944-129410112(-)_11960_12000_+|genomic|G078490::chr7:129374944-129410112(-)_11960_12000_+|peak_3050|G078490::chr7:129374944-129410112(-)|11960|12000	13	33	20	44	5	3	4	30	7	33	9	5	15	8	9	0	0	0	0	0	16	11	8	2	14	10	7	8	9	8	9	3	17	7	12	11	9	0	7	10	10
G078490::chr7:129621437-129762924(-)_160_200_+|genomic|G078490::chr7:129621437-129762924(-)_160_200_+|peak_3051|G078490::chr7:129621437-129762924(-)|160|200	35	13	12	22	12	18	33	67	3	18	2	12	11	13	18	13	45	23	90	8	11	17	5	5	5	9	3	19	19	19	18	16	64	17	11	35	12	50	5	11	7
G078490::chr7:129621437-129762924(-)_58600_58640_+|genomic|G078490::chr7:129621437-129762924(-)_58600_58640_+|peak_3052|G078490::chr7:129621437-129762924(-)|58600|58640	7	0	0	0	0	0	0	0	5	0	13	11	0	13	18	0	0	22	24	0	0	16	0	0	0	0	0	18	16	9	20	0	1	18	6	25	12	0	0	0	0
G078490::chr7:129797786-129824329(-)_22620_22660_+|genomic|G078490::chr7:129797786-129824329(-)_22620_22660_+|peak_3053|G078490::chr7:129797786-129824329(-)|22620|22660	6	17	10	16	7	11	2	6	4	9	6	13	11	11	17	0	0	0	0	0	13	13	18	1	12	6	5	14	17	19	15	3	22	15	14	19	18	0	7	6	5
G078490::chr7:130265007-130296701(-)_2920_2960_+|genomic|G078490::chr7:130265007-130296701(-)_2920_2960_+|peak_3054|G078490::chr7:130265007-130296701(-)|2920|2960	37	48	57	60	15	158	23	45	19	38	59	24	52	30	35	26	43	48	72	27	44	34	31	19	22	16	7	36	30	42	33	20	69	34	30	84	41	81	29	23	24
G078490::chr7:131662624-131695988(-)_8440_8480_+|genomic|G078490::chr7:131662624-131695988(-)_8440_8480_+|peak_3055|G078490::chr7:131662624-131695988(-)|8440|8480	23	31	18	19	19	28	24	36	8	13	10	7	91	9	5	4	13	13	27	12	15	12	10	8	11	14	6	10	7	7	11	5	40	8	7	29	12	36	16	7	19
G078490::chr7:131719477-131753745(-)_29860_29880_+|genomic|G078490::chr7:131719477-131753745(-)_29860_29880_+|peak_3056|G078490::chr7:131719477-131753745(-)|29860|29880	0	1	4	0	1	1	0	1	0	2	0	8	0	12	19	0	0	28	1	0	0	15	0	22	3	0	0	16	12	23	20	0	0	22	17	14	18	2	1	0	0
G078490::chr7:133200089-133315008(-)_73660_73700_+|genomic|G078490::chr7:133200089-133315008(-)_73660_73700_+|peak_3057|G078490::chr7:133200089-133315008(-)|73660|73700	12	10	10	4	45	1	1	3	14	1	17	18	1	17	27	0	0	0	0	0	2	24	4	7	1	0	0	28	24	32	25	0	13	25	19	12	20	0	0	4	1
G078490::chr7:133315413-133727367(-)_137780_137820_+|genomic|G078490::chr7:133315413-133727367(-)_137780_137820_+|peak_3058|G078490::chr7:133315413-133727367(-)|137780|137820	37	88	60	25	13	29	33	37	7	58	12	26	32	26	27	3	2	7	2	1	32	30	11	14	29	9	12	32	28	31	25	12	59	32	21	48	32	3	17	12	19
G078490::chr7:133315413-133727367(-)_229580_229640_+|genomic|G078490::chr7:133315413-133727367(-)_229580_229640_+|peak_3059|G078490::chr7:133315413-133727367(-)|229580|229640	5	124	13	53	26	16	5	27	2	33	22	8	43	16	14	18	70	43	49	7	14	11	15	7	11	51	14	16	20	15	21	10	32	23	10	60	18	83	22	12	26
G078490::chr7:133315413-133727367(-)_382520_382560_+|genomic|G078490::chr7:133315413-133727367(-)_382520_382560_+|peak_3060|G078490::chr7:133315413-133727367(-)|382520|382560	44	22	14	21	8	35	30	27	18	30	14	15	15	14	15	16	22	18	24	38	23	12	12	27	13	15	55	9	11	12	11	15	49	15	12	23	11	20	4	7	31
G078490::chr7:134192292-134289331(-)_27520_27540_+|genomic|G078490::chr7:134192292-134289331(-)_27520_27540_+|peak_3061|G078490::chr7:134192292-134289331(-)|27520|27540	8	21	16	18	6	8	8	18	1	15	8	5	7	11	10	1	13	5	33	14	15	6	14	7	4	7	4	10	7	10	10	13	52	11	9	28	10	14	6	10	4
G078490::chr7:134317051-134345130(-)_28020_28060_+|genomic|G078490::chr7:134317051-134345130(-)_28020_28060_+|peak_3062|G078490::chr7:134317051-134345130(-)|28020|28060	6	14	6	11	6	1	5	11	3	4	11	8	21	10	14	4	29	17	25	0	8	10	4	0	5	4	0	12	11	11	14	3	18	14	12	23	11	45	3	3	1
G078490::chr7:135211534-135225730(-)_12020_12060_+|genomic|G078490::chr7:135211534-135225730(-)_12020_12060_+|peak_3063|G078490::chr7:135211534-135225730(-)|12020|12060	5	15	20	13	4	11	9	13	7	12	36	3	2	4	8	7	13	14	33	31	11	12	18	7	6	9	2	9	5	6	8	21	40	9	5	17	7	27	8	3	15
G078490::chr7:135991636-136088650(-)_11880_11900_+|genomic|G078490::chr7:135991636-136088650(-)_11880_11900_+|peak_3064|G078490::chr7:135991636-136088650(-)|11880|11900	3	3	8	21	8	4	2	10	3	5	8	20	10	16	20	7	2	29	29	4	9	15	6	8	5	10	2	23	18	18	11	5	51	22	9	30	16	19	5	5	5
G078490::chr7:135991636-136088650(-)_19060_19100_+|genomic|G078490::chr7:135991636-136088650(-)_19060_19100_+|peak_3065|G078490::chr7:135991636-136088650(-)|19060|19100	0	0	14	0	0	0	0	0	2	0	46	53	4	65	77	0	1	64	98	0	1	71	18	0	0	0	0	85	69	78	70	0	0	85	60	0	85	0	0	0	0
G078490::chr7:136130081-136262557(-)_112420_112460_+|genomic|G078490::chr7:136130081-136262557(-)_112420_112460_+|peak_3066|G078490::chr7:136130081-136262557(-)|112420|112460	7	9	22	2	25	0	0	0	14	0	56	45	2	48	66	1	2	77	107	1	0	45	2	0	0	0	0	66	45	51	53	0	7	68	54	31	47	0	2	6	0
G078490::chr7:136263017-136544637(-)_212920_212960_+|genomic|G078490::chr7:136263017-136544637(-)_212920_212960_+|peak_3067|G078490::chr7:136263017-136544637(-)|212920|212960	15	18	4	17	3	8	24	57	3	25	10	5	33	6	8	9	16	13	35	20	15	4	1	6	2	0	0	6	5	9	9	19	78	8	5	50	9	45	5	27	9
G078490::chr7:1364982-1428464(-)_13560_13600_+|genomic|G078490::chr7:1364982-1428464(-)_13560_13600_+|peak_3068|G078490::chr7:1364982-1428464(-)|13560|13600	8	16	20	32	14	12	23	14	4	14	9	9	5	13	12	5	11	20	55	8	16	9	26	11	12	8	5	14	11	11	12	13	79	16	13	39	16	20	12	12	16
G078490::chr7:137354483-137381036(-)_15820_15860_+|genomic|G078490::chr7:137354483-137381036(-)_15820_15860_+|peak_3069|G078490::chr7:137354483-137381036(-)|15820|15860	8	18	7	12	8	4	6	5	3	8	4	8	7	14	14	0	0	2	0	0	10	15	5	2	10	6	2	11	10	12	13	12	46	15	12	15	13	0	8	5	3
G078490::chr7:139359566-139417668(-)_50980_51020_+|genomic|G078490::chr7:139359566-139417668(-)_50980_51020_+|peak_3070|G078490::chr7:139359566-139417668(-)|50980|51020	79	109	62	72	45	39	88	131	22	59	40	37	65	42	53	18	38	67	162	103	91	46	35	39	39	101	40	48	51	43	39	95	303	56	51	88	58	75	34	48	43
G078490::chr7:139542462-139561569(-)_16400_16440_+|genomic|G078490::chr7:139542462-139561569(-)_16400_16440_+|peak_3071|G078490::chr7:139542462-139561569(-)|16400|16440	56	22	60	8	16	31	32	80	3	15	8	11	9	11	20	54	14	17	23	40	5	15	7	28	8	5	37	13	13	14	15	15	73	18	14	45	13	10	4	5	11
G078490::chr7:139977373-140017841(-)_25440_25460_+|genomic|G078490::chr7:139977373-140017841(-)_25440_25460_+|peak_3072|G078490::chr7:139977373-140017841(-)|25440|25460	15	28	27	27	19	29	18	19	11	22	24	21	25	24	28	8	53	41	63	10	19	32	20	11	22	11	8	33	30	24	31	17	68	40	30	93	26	54	12	27	10
G078490::chr7:141246495-141412588(-)_56960_56980_+|genomic|G078490::chr7:141246495-141412588(-)_56960_56980_+|peak_3073|G078490::chr7:141246495-141412588(-)|56960|56980	7	2	5	1	17	0	0	0	4	0	16	22	0	25	26	0	4	51	51	0	0	23	2	11	1	2	0	24	27	24	17	0	0	24	28	15	26	0	1	3	0
G078490::chr7:141246495-141412588(-)_68560_68600_+|genomic|G078490::chr7:141246495-141412588(-)_68560_68600_+|peak_3074|G078490::chr7:141246495-141412588(-)|68560|68600	0	0	4	0	0	0	0	0	0	0	11	14	0	18	23	0	0	5	6	0	0	17	0	0	0	0	0	23	19	17	18	0	0	23	18	0	13	0	0	0	0
G078490::chr7:141246495-141412588(-)_160320_160340_+|genomic|G078490::chr7:141246495-141412588(-)_160320_160340_+|peak_3075|G078490::chr7:141246495-141412588(-)|160320|160340	10	1	4	1	16	0	0	0	2	0	18	26	0	28	28	0	3	37	35	0	1	34	0	28	0	0	0	36	32	34	31	0	4	33	30	3	31	1	0	0	0
G078490::chr7:141551304-141652380(-)_44060_44080_+|genomic|G078490::chr7:141551304-141652380(-)_44060_44080_+|peak_3076|G078490::chr7:141551304-141652380(-)|44060|44080	8	25	6	21	7	4	6	4	0	8	6	3	15	5	7	5	11	8	13	1	10	5	7	1	15	6	4	7	8	4	5	3	29	7	6	53	4	28	11	20	3
G078490::chr7:142345520-142621707(-)_167240_167280_+|genomic|G078490::chr7:142345520-142621707(-)_167240_167280_+|peak_3077|G078490::chr7:142345520-142621707(-)|167240|167280	5	11	7	3	3	3	2	7	0	3	0	1	3	2	2	14	3	4	12	3	3	2	6	1	1	0	4	3	1	1	3	1	8	3	2	7	2	3	1	0	0
G078490::chr7:142345520-142621707(-)_205200_205220_+|genomic|G078490::chr7:142345520-142621707(-)_205200_205220_+|peak_3078|G078490::chr7:142345520-142621707(-)|205200|205220	21	26	9	12	7	9	56	18	1	15	7	21	13	19	19	0	0	0	0	0	14	18	10	15	4	1	3	19	20	18	18	7	35	21	13	23	21	0	4	8	8
